session,location,code_ocean_asset_id
715865_2024-04-29_08-15-22,s3://aind-open-data/715865_2024-04-29_08-15-22,46243f3f-77d6-4170-be48-e8535bd89f33
715865_2024-04-30_08-20-45,s3://aind-open-data/715865_2024-04-30_08-20-45,84c841cf-ee98-434f-b28b-9e72a4ef0bc0
715865_2024-05-01_08-16-51,s3://aind-open-data/715865_2024-05-01_08-16-51,cc579e24-7713-45d8-a09c-8833848a67b0
715865_2024-05-02_08-08-27,s3://aind-open-data/715865_2024-05-02_08-08-27,21fab377-19b2-43b3-aa07-5a868745f08e
715865_2024-05-03_08-05-27,s3://aind-open-data/715865_2024-05-03_08-05-27,681cb27c-ab7f-4be0-9690-1aed377bc9bf
715865_2024-05-06_08-22-40,s3://aind-open-data/715865_2024-05-06_08-22-40,a387c3ff-c49e-435f-82f6-76663ed79c2c
715865_2024-05-07_08-06-48,s3://aind-open-data/715865_2024-05-07_08-06-48,ca3f8b90-aa86-46b0-a51b-76cf96155cb8
715865_2024-05-08_09-00-54,s3://aind-open-data/715865_2024-05-08_09-00-54,f2d3bdc3-18a7-4b98-a6a7-94c47df41e63
715865_2024-05-09_07-37-00,s3://aind-open-data/715865_2024-05-09_07-37-00,215c7542-b49c-4424-a3ac-827f8c7f4303
715865_2024-05-10_07-52-45,s3://aind-open-data/715865_2024-05-10_07-52-45,1860e26e-db26-48e9-b10c-8488bec07afb
715865_2024-05-13_09-02-17,s3://aind-open-data/715865_2024-05-13_09-02-17,0134bf40-4f3b-4a89-a523-9cf5b3c6254b
